,User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration
1267,1268,standard,13,02-11-22,04-07-23,united states,42,es nan,laptop,1 month
1268,1269,premium,12,03-11-22,05-07-23,canada,48,es nan,smartphone,1 month
1269,1270,basic,11,04-11-22,06-07-23,united states,30,es nan,smart tv,1 month
1270,1271,basic,13,05-11-22,03-07-23,united states,51,es nan,smartphone,1 month
1271,1272,basic,13,05-11-22,04-07-23,canada,27,es nan,smartphone,1 month
1272,1273,standard,13,31-10-22,04-07-23,united kingdom,38,es nan,tablet,1 month
1273,1274,premium,12,27-10-22,05-07-23,australia,29,es nan,smart tv,1 month
1274,1275,basic,11,25-10-22,03-07-23,germany,40,es nan,smartphone,1 month
1275,1276,basic,12,26-10-22,04-07-23,france,31,es nan,laptop,1 month
1276,1277,premium,11,30-09-22,04-07-23,brazil,30,es nan,smartphone,1 month
1277,1278,standard,13,27-09-22,05-07-23,mexico,44,es nan,laptop,1 month
1278,1279,standard,14,12-09-22,03-07-23,spain,34,es nan,tablet,1 month
1279,1280,basic,14,25-08-22,04-07-23,italy,28,es nan,laptop,1 month
1280,1281,premium,13,25-08-22,04-07-23,spain,41,es nan,laptop,1 month
1281,1282,standard,12,22-08-22,05-07-23,spain,43,es nan,tablet,1 month
1282,1283,basic,10,17-08-22,02-07-23,united states,33,es nan,laptop,1 month
1283,1284,standard,12,09-08-22,03-07-23,canada,32,es nan,tablet,1 month
1284,1285,premium,10,06-08-22,04-07-23,united states,39,es nan,smart tv,1 month
1285,1286,basic,15,17-07-22,04-07-23,united states,37,es nan,laptop,1 month
1286,1287,premium,11,12-07-22,02-07-23,canada,46,es nan,tablet,1 month
1287,1288,standard,11,12-07-22,03-07-23,united kingdom,39,es nan,smartphone,1 month
1288,1289,basic,12,02-07-22,04-07-23,australia,46,es nan,tablet,1 month
1289,1290,standard,13,02-07-22,03-07-23,germany,43,es nan,laptop,1 month
1290,1291,premium,10,30-06-22,02-07-23,france,32,es nan,laptop,1 month
1291,1292,basic,12,30-06-22,04-07-23,brazil,30,es nan,smart tv,1 month
1292,1293,standard,11,01-07-22,04-07-23,mexico,40,es nan,tablet,1 month
1293,1294,premium,11,30-06-22,04-07-23,spain,51,es nan,smartphone,1 month
1294,1295,basic,10,29-06-22,02-07-23,italy,40,es nan,smartphone,1 month
1295,1296,premium,12,30-06-22,03-07-23,spain,28,es nan,smart tv,1 month
1296,1297,basic,14,29-06-22,04-07-23,spain,51,es nan,smartphone,1 month
1297,1298,standard,14,26-06-22,03-07-23,united states,27,es nan,laptop,1 month
1298,1299,standard,14,27-06-22,01-07-23,canada,35,es nan,smart tv,1 month
1299,1300,basic,11,24-06-22,03-07-23,united states,37,es nan,laptop,1 month
1300,1301,premium,14,23-06-22,04-07-23,united states,51,es nan,smart tv,1 month
1301,1302,basic,11,23-06-22,03-07-23,canada,40,es nan,smart tv,1 month
1302,1303,standard,14,25-06-22,03-07-23,united kingdom,38,es nan,laptop,1 month
1303,1304,premium,11,28-06-22,03-07-23,australia,48,es nan,laptop,1 month
1304,1305,basic,11,01-07-22,03-07-23,germany,49,es nan,smartphone,1 month
1305,1306,premium,15,02-07-22,05-07-23,france,33,es nan,laptop,1 month
1306,1307,basic,10,06-07-22,03-07-23,brazil,34,es nan,tablet,1 month
1307,1308,standard,15,12-07-22,06-07-23,mexico,39,es nan,tablet,1 month
1308,1309,standard,13,17-07-22,02-07-23,spain,37,es nan,tablet,1 month
1309,1310,basic,15,23-07-22,05-07-23,italy,44,es nan,laptop,1 month
1310,1311,premium,15,29-07-22,04-07-23,spain,35,es nan,tablet,1 month
1311,1312,basic,11,06-08-22,06-07-23,spain,31,es nan,laptop,1 month
1312,1313,standard,10,09-08-22,02-07-23,united states,39,es nan,smart tv,1 month
1313,1314,premium,13,14-08-22,05-07-23,canada,38,es nan,tablet,1 month
1314,1315,basic,11,20-08-22,03-07-23,united states,42,es nan,smartphone,1 month
1315,1316,premium,12,28-08-22,05-07-23,united states,48,es nan,tablet,1 month
1316,1317,basic,11,02-09-22,03-07-23,canada,31,es nan,tablet,1 month
1317,1318,standard,11,04-09-22,05-07-23,united kingdom,42,es nan,smartphone,1 month
1318,1319,standard,14,06-09-22,03-07-23,australia,35,es nan,smartphone,1 month
1319,1320,basic,10,14-09-22,05-07-23,germany,39,es nan,laptop,1 month
1320,1321,premium,13,15-09-22,04-07-23,france,50,es nan,tablet,1 month
1321,1322,basic,11,16-09-22,06-07-23,brazil,40,es nan,smartphone,1 month
1322,1323,standard,10,28-09-22,02-07-23,mexico,29,es nan,smartphone,1 month
1323,1324,premium,10,02-10-22,04-07-23,spain,48,es nan,smart tv,1 month
1324,1325,basic,15,03-10-22,04-07-23,italy,34,es nan,smartphone,1 month
1325,1326,premium,10,05-10-22,05-07-23,spain,48,es nan,smartphone,1 month
1326,1327,basic,12,07-10-22,02-07-23,spain,48,es nan,laptop,1 month
1327,1328,standard,12,09-10-22,04-07-23,united states,35,es nan,tablet,1 month
1328,1329,standard,11,11-10-22,04-07-23,canada,29,es nan,laptop,1 month
1329,1330,basic,14,13-10-22,05-07-23,united states,47,es nan,smart tv,1 month
1330,1331,premium,12,15-10-22,02-07-23,united states,36,es nan,smartphone,1 month
1331,1332,basic,12,17-10-22,04-07-23,canada,40,es nan,smartphone,1 month
1332,1333,standard,14,21-10-22,04-07-23,united kingdom,51,es nan,tablet,1 month
1333,1334,premium,12,23-10-22,05-07-23,australia,37,es nan,smart tv,1 month
1334,1335,basic,12,24-10-22,06-07-23,germany,36,es nan,tablet,1 month
1335,1336,premium,12,28-10-22,04-07-23,france,45,es nan,tablet,1 month
1336,1337,basic,11,31-10-22,04-07-23,brazil,31,es nan,tablet,1 month
1337,1338,standard,14,03-11-22,04-07-23,mexico,45,es nan,laptop,1 month
1338,1339,standard,11,04-11-22,05-07-23,spain,30,es nan,laptop,1 month
1339,1340,basic,14,05-11-22,06-07-23,italy,40,es nan,smartphone,1 month
1340,1341,premium,14,06-11-22,04-07-23,spain,44,es nan,smart tv,1 month
1341,1342,basic,12,01-11-22,05-07-23,spain,36,es nan,laptop,1 month
1342,1343,standard,10,01-11-22,05-07-23,united states,36,es nan,tablet,1 month
1343,1344,premium,11,29-10-22,05-07-23,canada,32,es nan,smartphone,1 month
1344,1345,basic,10,27-10-22,03-07-23,united states,46,es nan,smart tv,1 month
1345,1346,basic,12,16-10-22,04-07-23,united states,39,es nan,smart tv,1 month
1346,1347,basic,13,14-10-22,04-07-23,canada,30,es nan,smart tv,1 month
1347,1348,standard,13,14-09-22,05-07-23,united kingdom,34,es nan,laptop,1 month
1348,1349,premium,14,03-09-22,03-07-23,australia,28,es nan,laptop,1 month
1349,1350,basic,13,27-08-22,04-07-23,germany,39,es nan,smartphone,1 month
1350,1351,basic,12,27-08-22,05-07-23,france,34,es nan,laptop,1 month
1351,1352,premium,13,21-08-22,05-07-23,brazil,42,es nan,laptop,1 month
1352,1353,standard,13,13-08-22,02-07-23,mexico,29,es nan,tablet,1 month
1353,1354,standard,13,12-08-22,04-07-23,spain,29,es nan,tablet,1 month
1354,1355,basic,12,24-07-22,04-07-23,italy,30,es nan,tablet,1 month
1355,1356,premium,11,24-07-22,04-07-23,spain,51,es nan,smartphone,1 month
1356,1357,standard,11,12-07-22,02-07-23,spain,51,es nan,smart tv,1 month
1357,1358,basic,13,09-07-22,04-07-23,united states,44,es nan,tablet,1 month
1358,1359,standard,13,09-07-22,05-07-23,canada,35,es nan,laptop,1 month
1359,1360,premium,10,10-07-22,04-07-23,united states,39,es nan,smart tv,1 month
1360,1361,basic,12,02-07-22,02-07-23,united states,41,es nan,laptop,1 month
1361,1362,premium,13,02-07-22,04-07-23,canada,44,es nan,laptop,1 month
1362,1363,standard,11,01-07-22,05-07-23,united kingdom,29,es nan,laptop,1 month
1363,1364,basic,14,01-07-22,04-07-23,australia,47,es nan,tablet,1 month
1364,1365,standard,10,30-06-22,02-07-23,germany,28,es nan,smartphone,1 month
1365,1366,premium,15,29-06-22,04-07-23,france,45,es nan,laptop,1 month
1366,1367,basic,11,26-06-22,04-07-23,brazil,28,es nan,smartphone,1 month
1367,1368,standard,14,27-06-22,03-07-23,mexico,31,es nan,laptop,1 month
1368,1369,premium,13,25-06-22,03-07-23,spain,47,es nan,laptop,1 month
1369,1370,basic,13,23-06-22,04-07-23,italy,42,es nan,tablet,1 month
1370,1371,premium,14,24-06-22,04-07-23,spain,34,es nan,laptop,1 month
1371,1372,basic,12,25-06-22,05-07-23,spain,40,es nan,laptop,1 month
1372,1373,standard,13,26-06-22,04-07-23,united states,42,es nan,laptop,1 month
1373,1374,standard,14,27-06-22,07-07-23,canada,33,es nan,smart tv,1 month
1374,1375,basic,12,30-06-22,03-07-23,united states,30,es nan,laptop,1 month
1375,1376,premium,14,03-07-22,05-07-23,united states,29,es nan,tablet,1 month
1376,1377,basic,13,09-07-22,04-07-23,canada,31,es nan,smart tv,1 month
1377,1378,standard,14,17-07-22,06-07-23,united kingdom,46,es nan,smart tv,1 month
1378,1379,premium,11,22-07-22,03-07-23,australia,46,es nan,smartphone,1 month
1379,1380,basic,11,28-07-22,05-07-23,germany,47,es nan,laptop,1 month
1380,1381,premium,12,04-08-22,04-07-23,france,48,es nan,smart tv,1 month
1381,1382,basic,13,08-08-22,06-07-23,brazil,32,es nan,smart tv,1 month
1382,1383,standard,13,13-08-22,04-07-23,mexico,51,es nan,tablet,1 month
1383,1384,standard,13,17-08-22,05-07-23,spain,33,es nan,smart tv,1 month
1384,1385,basic,15,20-08-22,04-07-23,italy,43,es nan,smartphone,1 month
1385,1386,premium,14,28-08-22,06-07-23,spain,43,es nan,smart tv,1 month
1386,1387,basic,13,29-08-22,04-07-23,spain,42,es nan,smart tv,1 month
1387,1388,standard,15,03-09-22,05-07-23,united states,30,es nan,smartphone,1 month
1388,1389,premium,13,10-09-22,03-07-23,canada,50,es nan,smartphone,1 month
1389,1390,basic,11,13-09-22,05-07-23,united states,51,es nan,laptop,1 month
1390,1391,premium,14,15-09-22,04-07-23,united states,36,es nan,tablet,1 month
1391,1392,basic,13,25-09-22,06-07-23,canada,41,es nan,tablet,1 month
1392,1393,standard,10,01-10-22,03-07-23,united kingdom,37,es nan,smart tv,1 month
1393,1394,standard,11,02-10-22,04-07-23,australia,30,es nan,tablet,1 month
1394,1395,basic,11,05-10-22,04-07-23,germany,50,es nan,tablet,1 month
1395,1396,premium,14,06-10-22,05-07-23,france,41,es nan,smart tv,1 month
1396,1397,basic,14,07-10-22,03-07-23,brazil,29,es nan,laptop,1 month
1397,1398,standard,12,10-10-22,04-07-23,mexico,43,es nan,smart tv,1 month
1398,1399,premium,12,12-10-22,04-07-23,spain,31,es nan,smart tv,1 month
1399,1400,basic,14,15-10-22,06-07-23,italy,40,es nan,laptop,1 month
1400,1401,premium,12,17-10-22,05-07-23,spain,35,es nan,smart tv,1 month
1401,1402,basic,13,21-10-22,04-07-23,spain,39,es nan,laptop,1 month
1402,1403,standard,14,23-10-22,05-07-23,united states,48,es nan,laptop,1 month
1403,1404,standard,14,24-10-22,05-07-23,canada,42,es nan,tablet,1 month
1404,1405,basic,11,27-10-22,06-07-23,united states,48,es nan,smart tv,1 month
1405,1406,premium,10,30-10-22,07-07-23,united states,33,es nan,smart tv,1 month
1406,1407,basic,14,31-10-22,04-07-23,canada,45,es nan,smart tv,1 month
1407,1408,standard,14,03-11-22,04-07-23,united kingdom,40,es nan,smart tv,1 month
1408,1409,premium,15,05-11-22,06-07-23,australia,38,es nan,tablet,1 month
1409,1410,basic,14,06-11-22,06-07-23,germany,31,es nan,tablet,1 month
1410,1411,premium,14,01-11-22,04-07-23,france,33,es nan,smart tv,1 month
1411,1412,basic,15,02-11-22,05-07-23,brazil,27,es nan,laptop,1 month
1412,1413,standard,13,02-11-22,05-07-23,mexico,47,es nan,smartphone,1 month
1413,1414,standard,15,01-11-22,06-07-23,spain,41,es nan,tablet,1 month
1414,1415,basic,11,17-10-22,03-07-23,italy,32,es nan,smart tv,1 month
1415,1416,premium,11,18-10-22,05-07-23,spain,31,es nan,smart tv,1 month
1416,1417,basic,13,28-09-22,05-07-23,spain,43,es nan,tablet,1 month
1417,1418,standard,15,23-09-22,05-07-23,united states,42,es nan,smart tv,1 month
1418,1419,premium,15,22-09-22,03-07-23,canada,46,es nan,smartphone,1 month
1419,1420,basic,12,31-08-22,04-07-23,united states,27,es nan,smartphone,1 month
1420,1421,basic,15,28-08-22,05-07-23,united states,48,es nan,smart tv,1 month
1421,1422,basic,15,27-08-22,05-07-23,canada,49,es nan,laptop,1 month
1422,1423,standard,12,17-08-22,03-07-23,united kingdom,43,es nan,smart tv,1 month
1423,1424,premium,14,09-08-22,04-07-23,australia,38,es nan,laptop,1 month
1424,1425,basic,13,24-07-22,05-07-23,germany,37,es nan,smartphone,1 month
1425,1426,basic,12,16-07-22,04-07-23,france,39,es nan,smart tv,1 month
1426,1427,premium,10,15-07-22,03-07-23,brazil,40,es nan,tablet,1 month
1427,1428,standard,12,12-07-22,05-07-23,mexico,40,es nan,smart tv,1 month
1428,1429,standard,12,12-07-22,06-07-23,spain,48,es nan,laptop,1 month
1429,1430,basic,13,09-07-22,05-07-23,italy,43,es nan,smart tv,1 month
1430,1431,premium,10,05-07-22,02-07-23,spain,46,es nan,laptop,1 month
1431,1432,standard,11,05-07-22,05-07-23,spain,43,es nan,smartphone,1 month
1432,1433,basic,10,03-07-22,05-07-23,united states,30,es nan,tablet,1 month
1433,1434,standard,13,01-07-22,04-07-23,canada,51,es nan,laptop,1 month
1434,1435,premium,12,30-06-22,03-07-23,united states,30,es nan,smartphone,1 month
1435,1436,basic,14,27-06-22,04-07-23,united states,47,es nan,smart tv,1 month
1436,1437,premium,13,28-06-22,04-07-23,canada,41,es nan,laptop,1 month
1437,1438,standard,10,28-06-22,05-07-23,united kingdom,45,es nan,smartphone,1 month
1438,1439,basic,14,24-06-22,04-07-23,australia,47,es nan,laptop,1 month
1439,1440,standard,11,24-06-22,05-07-23,germany,48,es nan,smart tv,1 month
1440,1441,premium,11,25-06-22,04-07-23,france,51,es nan,tablet,1 month
1441,1442,basic,10,26-06-22,06-07-23,brazil,29,es nan,smart tv,1 month
1442,1443,standard,13,27-06-22,05-07-23,mexico,43,es nan,laptop,1 month
1443,1444,premium,13,29-06-22,07-07-23,spain,49,es nan,tablet,1 month
1444,1445,basic,11,02-07-22,03-07-23,italy,37,es nan,smartphone,1 month
1445,1446,premium,13,07-07-22,05-07-23,spain,48,es nan,tablet,1 month
1446,1447,basic,11,13-07-22,05-07-23,spain,36,es nan,tablet,1 month
1447,1448,standard,14,18-07-22,07-07-23,united states,33,es nan,laptop,1 month
1448,1449,standard,14,24-07-22,04-07-23,canada,38,es nan,laptop,1 month
1449,1450,basic,12,31-07-22,06-07-23,united states,42,es nan,smartphone,1 month
1450,1451,premium,15,01-08-22,05-07-23,united states,30,es nan,tablet,1 month
1451,1452,basic,10,08-08-22,06-07-23,canada,39,es nan,smart tv,1 month
1452,1453,standard,14,13-08-22,04-07-23,united kingdom,36,es nan,smartphone,1 month
1453,1454,premium,11,14-08-22,06-07-23,australia,27,es nan,smartphone,1 month
1454,1455,basic,11,23-08-22,04-07-23,germany,49,es nan,smart tv,1 month
1455,1456,premium,14,27-08-22,06-07-23,france,31,es nan,laptop,1 month
1456,1457,basic,10,31-08-22,05-07-23,brazil,36,es nan,laptop,1 month
1457,1458,standard,14,09-09-22,06-07-23,mexico,41,es nan,tablet,1 month
1458,1459,standard,10,10-09-22,04-07-23,spain,45,es nan,laptop,1 month
1459,1460,basic,14,12-09-22,05-07-23,italy,45,es nan,smart tv,1 month
1460,1461,premium,11,17-09-22,05-07-23,spain,32,es nan,smart tv,1 month
1461,1462,basic,13,21-09-22,06-07-23,spain,41,es nan,smartphone,1 month
1462,1463,standard,11,02-10-22,03-07-23,united states,37,es nan,smart tv,1 month
1463,1464,premium,10,04-10-22,05-07-23,canada,27,es nan,laptop,1 month
1464,1465,basic,14,06-10-22,04-07-23,united states,41,es nan,laptop,1 month
1465,1466,premium,13,07-10-22,06-07-23,united states,30,es nan,smart tv,1 month
1466,1467,basic,12,08-10-22,04-07-23,canada,43,es nan,smartphone,1 month
1467,1468,standard,12,11-10-22,05-07-23,united kingdom,51,es nan,laptop,1 month
1468,1469,standard,12,13-10-22,04-07-23,australia,46,es nan,smart tv,1 month
1469,1470,basic,10,15-10-22,06-07-23,germany,27,es nan,tablet,1 month
1470,1471,premium,10,19-10-22,06-07-23,france,51,es nan,smartphone,1 month
1471,1472,basic,14,21-10-22,06-07-23,brazil,28,es nan,laptop,1 month
1472,1473,standard,14,23-10-22,05-07-23,mexico,33,es nan,smartphone,1 month
1473,1474,premium,12,26-10-22,05-07-23,spain,31,es nan,laptop,1 month
1474,1475,basic,13,27-10-22,06-07-23,italy,47,es nan,laptop,1 month
1475,1476,premium,10,31-10-22,07-07-23,spain,45,es nan,tablet,1 month
1476,1477,basic,13,03-11-22,05-07-23,spain,42,es nan,smart tv,1 month
1477,1478,standard,15,05-11-22,06-07-23,united states,47,es nan,smart tv,1 month
1478,1479,standard,12,06-11-22,06-07-23,canada,29,es nan,smart tv,1 month
1479,1480,basic,13,03-11-22,07-07-23,united states,49,es nan,laptop,1 month
1480,1481,premium,14,03-11-22,04-07-23,united states,41,es nan,laptop,1 month
1481,1482,basic,13,04-11-22,05-07-23,canada,45,es nan,smartphone,1 month
1482,1483,standard,14,02-11-22,06-07-23,united kingdom,49,es nan,smart tv,1 month
1483,1484,premium,13,27-10-22,06-07-23,australia,41,es nan,smart tv,1 month
1484,1485,basic,15,27-10-22,04-07-23,germany,37,es nan,laptop,1 month
1485,1486,premium,14,15-10-22,05-07-23,france,31,es nan,smartphone,1 month
1486,1487,basic,13,03-10-22,05-07-23,brazil,29,es nan,smartphone,1 month
1487,1488,standard,10,25-09-22,05-07-23,mexico,51,es nan,smart tv,1 month
1488,1489,standard,12,16-09-22,03-07-23,spain,33,es nan,smart tv,1 month
1489,1490,basic,12,14-09-22,04-07-23,italy,31,es nan,smartphone,1 month
1490,1491,premium,11,11-09-22,05-07-23,spain,42,es nan,laptop,1 month
1491,1492,basic,15,09-09-22,05-07-23,spain,48,es nan,laptop,1 month
1492,1493,standard,13,12-08-22,03-07-23,united states,37,es nan,laptop,1 month
1493,1494,premium,13,04-08-22,06-07-23,canada,51,es nan,smartphone,1 month
1494,1495,basic,12,04-08-22,06-07-23,united states,29,es nan,tablet,1 month
1495,1496,basic,13,31-07-22,05-07-23,united states,46,es nan,tablet,1 month
1496,1497,basic,15,29-07-22,03-07-23,canada,35,es nan,smart tv,1 month
1497,1498,standard,15,14-07-22,05-07-23,united kingdom,44,es nan,smartphone,1 month
1498,1499,premium,12,13-07-22,06-07-23,australia,36,es nan,smart tv,1 month
1499,1500,basic,14,11-07-22,05-07-23,germany,38,es nan,tablet,1 month
1500,1501,basic,12,12-07-22,03-07-23,france,36,es nan,smart tv,1 month
1501,1502,premium,14,11-07-22,05-07-23,brazil,40,es nan,laptop,1 month
1502,1503,standard,10,02-07-22,05-07-23,mexico,29,es nan,laptop,1 month
1503,1504,standard,11,30-06-22,06-07-23,spain,32,es nan,smart tv,1 month
1504,1505,basic,12,30-06-22,05-07-23,italy,30,es nan,laptop,1 month
1505,1506,premium,10,29-06-22,05-07-23,spain,47,es nan,smartphone,1 month
1506,1507,standard,15,30-06-22,04-07-23,spain,28,es nan,tablet,1 month
1507,1508,basic,11,24-06-22,05-07-23,united states,49,es nan,laptop,1 month
1508,1509,standard,12,25-06-22,04-07-23,canada,50,es nan,smartphone,1 month
1509,1510,premium,11,25-06-22,07-07-23,united states,33,es nan,smart tv,1 month
1510,1511,basic,13,26-06-22,04-07-23,united states,50,es nan,smart tv,1 month
1511,1512,premium,10,27-06-22,06-07-23,canada,28,es nan,smart tv,1 month
1512,1513,standard,12,29-06-22,06-07-23,united kingdom,41,es nan,smartphone,1 month
1513,1514,basic,12,01-07-22,07-07-23,australia,30,es nan,smartphone,1 month
1514,1515,standard,10,03-07-22,04-07-23,germany,32,es nan,smart tv,1 month
1515,1516,premium,15,12-07-22,07-07-23,france,50,es nan,laptop,1 month
1516,1517,basic,11,15-07-22,05-07-23,brazil,28,es nan,smart tv,1 month
1517,1518,standard,13,19-07-22,07-07-23,mexico,45,es nan,smart tv,1 month
1518,1519,premium,14,27-07-22,05-07-23,spain,31,es nan,tablet,1 month
1519,1520,basic,11,29-07-22,06-07-23,italy,27,es nan,smartphone,1 month
1520,1521,premium,11,06-08-22,05-07-23,spain,49,es nan,tablet,1 month
1521,1522,basic,10,13-08-22,06-07-23,spain,32,es nan,laptop,1 month
1522,1523,standard,13,14-08-22,05-07-23,united states,38,es nan,smart tv,1 month
1523,1524,standard,11,20-08-22,07-07-23,canada,39,es nan,smartphone,1 month
1524,1525,basic,14,24-08-22,04-07-23,united states,50,es nan,tablet,1 month
1525,1526,premium,10,28-08-22,06-07-23,united states,51,es nan,tablet,1 month
1526,1527,basic,15,05-09-22,05-07-23,canada,32,es nan,smart tv,1 month
1527,1528,standard,12,10-09-22,07-07-23,united kingdom,45,es nan,smart tv,1 month
1528,1529,premium,12,11-09-22,04-07-23,australia,31,es nan,laptop,1 month
1529,1530,basic,12,14-09-22,06-07-23,germany,44,es nan,smartphone,1 month
1530,1531,premium,12,21-09-22,05-07-23,france,30,es nan,tablet,1 month
1531,1532,basic,13,26-09-22,07-07-23,brazil,44,es nan,tablet,1 month
1532,1533,standard,10,30-09-22,03-07-23,mexico,37,es nan,tablet,1 month
1533,1534,standard,14,02-10-22,06-07-23,spain,30,es nan,tablet,1 month
1534,1535,basic,12,06-10-22,05-07-23,italy,31,es nan,smart tv,1 month
1535,1536,premium,15,07-10-22,06-07-23,spain,31,es nan,laptop,1 month
1536,1537,basic,15,09-10-22,06-07-23,spain,44,es nan,tablet,1 month
1537,1538,standard,10,11-10-22,05-07-23,united states,44,es nan,smart tv,1 month
1538,1539,premium,14,12-10-22,05-07-23,canada,34,es nan,laptop,1 month
1539,1540,basic,12,16-10-22,06-07-23,united states,42,es nan,laptop,1 month
1540,1541,premium,15,17-10-22,07-07-23,united states,33,es nan,smartphone,1 month
1541,1542,basic,11,21-10-22,07-07-23,canada,35,es nan,smart tv,1 month
1542,1543,standard,15,23-10-22,06-07-23,united kingdom,34,es nan,laptop,1 month
1543,1544,standard,14,25-10-22,05-07-23,australia,47,es nan,tablet,1 month
1544,1545,basic,13,27-10-22,06-07-23,germany,43,es nan,laptop,1 month
1545,1546,premium,13,29-10-22,08-07-23,france,43,es nan,smart tv,1 month
1546,1547,basic,13,01-11-22,05-07-23,brazil,35,es nan,smartphone,1 month
1547,1548,standard,13,04-11-22,06-07-23,mexico,39,es nan,tablet,1 month
1548,1549,premium,10,04-11-22,06-07-23,spain,39,es nan,tablet,1 month
1549,1550,basic,11,04-11-22,07-07-23,italy,49,es nan,smart tv,1 month
1550,1551,premium,14,05-11-22,04-07-23,spain,30,es nan,tablet,1 month
1551,1552,basic,12,02-11-22,05-07-23,spain,31,es nan,tablet,1 month
1552,1553,standard,12,03-11-22,06-07-23,united states,39,es nan,tablet,1 month
1553,1554,standard,14,30-10-22,06-07-23,canada,30,es nan,laptop,1 month
1554,1555,basic,13,31-10-22,04-07-23,united states,43,es nan,smartphone,1 month
1555,1556,premium,10,14-10-22,05-07-23,united states,29,es nan,smartphone,1 month
1556,1557,basic,14,26-09-22,05-07-23,canada,46,es nan,smart tv,1 month
1557,1558,standard,15,17-09-22,06-07-23,united kingdom,35,es nan,smartphone,1 month
1558,1559,premium,12,16-09-22,03-07-23,australia,30,es nan,tablet,1 month
1559,1560,basic,12,12-09-22,07-07-23,germany,39,es nan,smart tv,1 month
1560,1561,premium,14,12-09-22,06-07-23,france,41,es nan,laptop,1 month
1561,1562,basic,12,29-08-22,05-07-23,brazil,27,es nan,smartphone,1 month
1562,1563,standard,15,25-08-22,03-07-23,mexico,42,es nan,laptop,1 month
1563,1564,standard,11,15-08-22,06-07-23,spain,45,es nan,tablet,1 month
1564,1565,basic,10,11-08-22,07-07-23,italy,36,es nan,smart tv,1 month
1565,1566,premium,12,10-08-22,06-07-23,spain,35,es nan,laptop,1 month
1566,1567,basic,13,26-07-22,04-07-23,spain,38,es nan,smartphone,1 month
1567,1568,standard,14,19-07-22,06-07-23,united states,41,es nan,smart tv,1 month
1568,1569,premium,10,17-07-22,06-07-23,canada,43,es nan,tablet,1 month
1569,1570,basic,13,17-07-22,06-07-23,united states,44,es nan,tablet,1 month
1570,1571,basic,10,17-07-22,04-07-23,united states,35,es nan,tablet,1 month
1571,1572,basic,13,11-07-22,06-07-23,canada,39,es nan,laptop,1 month
1572,1573,standard,15,07-07-22,05-07-23,united kingdom,43,es nan,smart tv,1 month
1573,1574,premium,10,07-07-22,06-07-23,australia,36,es nan,smart tv,1 month
1574,1575,basic,11,08-07-22,05-07-23,germany,49,es nan,laptop,1 month
1575,1576,basic,12,06-07-22,08-07-23,france,29,es nan,smartphone,1 month
1576,1577,premium,10,03-07-22,04-07-23,brazil,45,es nan,tablet,1 month
1577,1578,standard,11,30-06-22,06-07-23,mexico,44,es nan,laptop,1 month
1578,1579,standard,11,27-06-22,04-07-23,spain,40,es nan,smart tv,1 month
1579,1580,basic,15,26-06-22,08-07-23,italy,51,es nan,smart tv,1 month
1580,1581,premium,15,27-06-22,05-07-23,spain,30,es nan,smart tv,1 month
1581,1582,standard,14,28-06-22,08-07-23,spain,50,es nan,smart tv,1 month
1582,1583,basic,12,30-06-22,06-07-23,united states,39,es nan,tablet,1 month
1583,1584,standard,11,02-07-22,07-07-23,canada,51,es nan,tablet,1 month
1584,1585,premium,10,05-07-22,05-07-23,united states,42,es nan,laptop,1 month
1585,1586,basic,12,11-07-22,07-07-23,united states,34,es nan,tablet,1 month
1586,1587,premium,12,18-07-22,06-07-23,canada,28,es nan,tablet,1 month
1587,1588,standard,15,25-07-22,07-07-23,united kingdom,43,es nan,tablet,1 month
1588,1589,basic,11,28-07-22,06-07-23,australia,27,es nan,tablet,1 month
1589,1590,standard,13,05-08-22,08-07-23,germany,49,es nan,smart tv,1 month
1590,1591,premium,14,09-08-22,05-07-23,france,35,es nan,laptop,1 month
1591,1592,basic,10,14-08-22,06-07-23,brazil,34,es nan,tablet,1 month
1592,1593,standard,14,15-08-22,05-07-23,mexico,28,es nan,smartphone,1 month
1593,1594,premium,15,16-08-22,07-07-23,spain,49,es nan,tablet,1 month
1594,1595,basic,12,25-08-22,04-07-23,italy,51,es nan,tablet,1 month
1595,1596,premium,13,27-08-22,06-07-23,spain,36,es nan,laptop,1 month
1596,1597,basic,13,06-09-22,06-07-23,spain,37,es nan,smart tv,1 month
1597,1598,standard,11,08-09-22,07-07-23,united states,48,es nan,laptop,1 month
1598,1599,standard,13,13-09-22,04-07-23,canada,45,es nan,smart tv,1 month
1599,1600,basic,11,15-09-22,06-07-23,united states,39,es nan,tablet,1 month
1600,1601,premium,14,19-09-22,05-07-23,united states,39,es nan,smartphone,1 month
1601,1602,basic,15,22-09-22,07-07-23,canada,46,es nan,smart tv,1 month
1602,1603,standard,13,24-09-22,06-07-23,united kingdom,30,es nan,smartphone,1 month
1603,1604,premium,10,30-09-22,06-07-23,australia,32,es nan,smartphone,1 month
1604,1605,basic,11,03-10-22,05-07-23,germany,39,es nan,laptop,1 month
1605,1606,premium,15,08-10-22,07-07-23,france,35,es nan,smartphone,1 month
1606,1607,basic,15,09-10-22,07-07-23,brazil,41,es nan,smartphone,1 month
1607,1608,standard,11,12-10-22,08-07-23,mexico,32,es nan,smart tv,1 month
1608,1609,standard,14,15-10-22,06-07-23,spain,41,es nan,smart tv,1 month
